,City,State,Population,lat,lon
970,Ocala,Florida,57468,29.1871986,-82.14009229999999
971,Roswell,Georgia,94034,34.0232431,-84.36155550000001
972,Park Ridge,Illinois,37839,42.0111412,-87.8406192
973,Concord,New Hampshire,42419,43.2081366,-71.5375718
974,Olympia,Washington,48338,47.0378741,-122.9006951
975,Huntington Beach,California,197575,33.660297,-117.9992265
976,Corpus Christi,Texas,316381,27.8005828,-97.396381
977,Haverhill,Massachusetts,62088,42.7762015,-71.0772796
978,Hanover Park,Illinois,38510,41.9994722,-88.1450735
979,Cambridge,Massachusetts,107289,42.3736158,-71.10973349999999
980,Glendale,Arizona,234632,33.538652299999995,-112.1859866
981,Stanton,California,38623,33.802515500000005,-117.9931165
982,Summerville,South Carolina,46074,33.0185039,-80.17564809999999
983,Davenport,Iowa,102157,41.5236437,-90.5776367
984,Boca Raton,Florida,89407,26.3683064,-80.1289321
985,New Britain,Connecticut,72939,41.6612104,-72.77954190000001
986,Roseville,Michigan,47555,42.4972583,-82.93714090000002
987,Cleveland Heights,Ohio,45394,41.5200518,-81.556235
988,Gresham,Oregon,109397,45.5001357,-122.4302013
989,Lauderhill,Florida,69813,26.1403635,-80.2133808
990,Hendersonville,Tennessee,54068,36.3047735,-86.6199957
991,Santa Clara,California,120245,37.3541079,-121.9552356
992,Oceanside,California,172794,33.1958696,-117.3794834
993,Lake Forest,California,79312,33.6469661,-117.689218
994,Novi,Michigan,57960,42.48059,-83.47549129999999
995,West New York,New Jersey,52122,40.7878788,-74.0143064
996,Everett,Massachusetts,42935,42.40843,-71.0536625
997,Linden,New Jersey,41301,40.6220478,-74.2445902
998,Asheville,North Carolina,87236,35.5950581,-82.5514869
999,Compton,California,97877,33.8958492,-118.2200712
